kjonn;studieretning_utdanningsprogram;fullforingsgrad;foreldrenes_utdanningsniva;intervall_ar;elever;andel_elever_prosent
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;2000-2005;495;9.8
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;2001-2006;410;8.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;2002-2007;364;7.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;2003-2008;441;8.4
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;2004-2009;465;8.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;2005-2010;451;7.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;2006-2011;516;7.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;2007-2012;483;7.1
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;2008-2013;509;7.4
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;2009-2014;610;8.7
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;2010-2015;591;8.3
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;2011-2016;700;9.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;2012-2017;721;9.2
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;2013-2018;583;7.2
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Videregående utdanning;1994-1999;593;7.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Videregående utdanning;1997-2002;799;12
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Videregående utdanning;1998-2003;609;9.3
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Videregående utdanning;1999-2004;548;8.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Videregående utdanning;2000-2005;684;11.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Videregående utdanning;2001-2006;443;8.2
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Videregående utdanning;2002-2007;465;8.7
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Videregående utdanning;2003-2008;425;8.2
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Videregående utdanning;2004-2009;472;8.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Videregående utdanning;2005-2010;501;8.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Videregående utdanning;2006-2011;550;8.3
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Videregående utdanning;2007-2012;616;9.4
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Videregående utdanning;2008-2013;555;8.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Videregående utdanning;2009-2014;646;10.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Videregående utdanning;2010-2015;566;9.2
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Videregående utdanning;2011-2016;642;10.4
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Videregående utdanning;2012-2017;659;10.7
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Videregående utdanning;2013-2018;497;8.1
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Grunnskoleutdanning;1994-1999;94;7.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Grunnskoleutdanning;1997-2002;144;11.4
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Grunnskoleutdanning;1998-2003;128;11.1
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Grunnskoleutdanning;1999-2004;122;10.3
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Grunnskoleutdanning;2000-2005;131;11.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Grunnskoleutdanning;2001-2006;118;11.7
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Grunnskoleutdanning;2002-2007;101;10.2
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Grunnskoleutdanning;2003-2008;107;11
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Grunnskoleutdanning;2004-2009;106;11
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Grunnskoleutdanning;2005-2010;87;8.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Grunnskoleutdanning;2006-2011;122;10.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Grunnskoleutdanning;2007-2012;134;11.7
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Grunnskoleutdanning;2008-2013;130;11
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Grunnskoleutdanning;2009-2014;127;11.8
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Grunnskoleutdanning;2010-2015;117;11.8
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Grunnskoleutdanning;2011-2016;108;11
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Grunnskoleutdanning;2012-2017;139;13.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Grunnskoleutdanning;2013-2018;130;12.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Uoppgitt utdanning;1994-1999;21;9.2
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Uoppgitt utdanning;1997-2002;38;15.1
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Uoppgitt utdanning;1998-2003;16;9.2
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Uoppgitt utdanning;1999-2004;25;19.2
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Uoppgitt utdanning;2000-2005;34;17.3
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Uoppgitt utdanning;2001-2006;24;11.4
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Uoppgitt utdanning;2002-2007;25;12.1
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Uoppgitt utdanning;2003-2008;41;16.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Uoppgitt utdanning;2004-2009;33;14.4
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Uoppgitt utdanning;2005-2010;35;13.3
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Uoppgitt utdanning;2006-2011;21;8.3
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Uoppgitt utdanning;2007-2012;20;11.4
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Uoppgitt utdanning;2008-2013;30;13.4
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Uoppgitt utdanning;2009-2014;28;13.4
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Uoppgitt utdanning;2010-2015;31;13.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Uoppgitt utdanning;2011-2016;33;12.3
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Uoppgitt utdanning;2012-2017;36;14.8
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Uoppgitt utdanning;2013-2018;32;12.4
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;1994-1999;308;1.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;1997-2002;269;1.7
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;1998-2003;311;2.1
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;1999-2004;263;1.8
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2000-2005;277;1.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2001-2006;279;2.1
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2002-2007;217;1.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2003-2008;215;1.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2004-2009;262;1.8
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2005-2010;274;1.7
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2006-2011;345;2
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2007-2012;327;1.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2008-2013;288;1.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2009-2014;286;1.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2010-2015;289;1.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2011-2016;296;1.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2012-2017;250;1.3
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2013-2018;306;1.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;1994-1999;16;0.7
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;1997-2002;16;0.7
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;1998-2003;18;0.8
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;1999-2004;12;0.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2000-2005;10;0.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2001-2006;18;0.8
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2002-2007;15;0.7
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2003-2008;12;0.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2004-2009;14;0.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2005-2010;19;0.8
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2006-2011;28;1
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2007-2012;19;0.7
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2008-2013;29;1
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2009-2014;25;0.8
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2010-2015;20;0.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2011-2016;37;1.1
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2012-2017;26;0.7
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2013-2018;33;0.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;1994-1999;50;1
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;1997-2002;54;1.1
